,Unnamed: 0.1,text,created_at,author_id,id,neg,neu,pos,score
15,15,"@MercantilBanco Intento hacerlo pero la plataforma está caída, no da acceso. ¿En cuánto tiempo esperan restituirla? Algunos necesitamos hacer transacciones urgentemente...",2021-04-28T20:05:31.000Z,179789925,1387498231060381700,0.9090537428855896,0.08842050284147263,0.002525757299736142,neg
16,16,"Sres @MercantilBanco  Causas de cerrar la ÚNICA oficina de Uds en la Curva, zona oeste de Maracaibo, ZULIA? La de Galerías tb fue cerrada. Sin transporte. A Dónde vamos a ir los q vivimos al oeste de Maracaibo? @SudebanInforma",2021-04-28T19:16:34.000Z,1383890866222223363,1387485911915577345,0.9809162020683287,0.016845619305968285,0.0022381676826626067,neg
17,17,@MercantilBanco buenas tardes intento registrarme a mercantil en línea y me dice datos incorrectos,2021-04-28T18:27:28.000Z,59779955,1387473557182193664,0.993571400642395,0.005592758301645517,0.0008358689956367017,neg
18,18,@MercantilBanco Cuales en Valencia funcionan porqué no todas??,2021-04-28T18:05:15.000Z,978374778154291205,1387467966162276353,0.05198792740702629,0.9386214017868042,0.009390654973685741,neu
19,19,"@MercantilBanco Hola, está caído el sistema?",2021-04-28T17:35:24.000Z,390952391,1387460452213575681,0.9920731186866759,0.006809573620557785,0.001117397448979318,neg
20,20,@MercantilBanco que significa el dibujo??? https://t.co/2PeXOy0Vi5,2021-04-28T17:28:03.000Z,1245649542252392451,1387458604756869122,0.018554678186774254,0.9627750515937804,0.018670303747057915,neu
21,21,@MercantilBanco @nelsonbocaranda @Dereckb @GenPenaloza @CaraotaDigital https://t.co/6q2MKsmBSX,2021-04-28T17:23:25.000Z,65729788,1387457437364629522,0.013657388277351856,0.9058062434196472,0.0805363804101944,neu
22,22,@MercantilBanco la página no abre.,2021-04-28T17:07:17.000Z,3894501135,1387453378876293126,0.9925293326377868,0.006190888117998838,0.001279681222513318,neg
23,23,Qué le pasa a @MercantilBanco ? No abre y no hace nada.,2021-04-28T17:00:49.000Z,84184883,1387451750819328000,0.9964439272880554,0.002361820312216878,0.0011943200370296836,neg
24,24,@MercantilBanco Buenos días la oficina de Alta Vista Puerto Ordaz estará abierta?,2021-04-28T16:29:14.000Z,171648554,1387443800814063618,0.01742587424814701,0.965932309627533,0.01664184406399727,neu
25,25,"@MercantilBanco @lenimauri Yo ya mandé por correo los requisitos para que los revisaran y un agente me llamo y me a iba a avisar próximamente si los requisitos estaban bien pero eso fue la semana antepasada, cuánto tarda ese proceso?",2021-04-28T16:24:33.000Z,3063732579,1387442624613830658,0.33708372712135315,0.655575692653656,0.007340618409216405,neu
26,26,@MercantilBanco Buenos dias para cambiar mi celular ?,2021-04-28T16:23:33.000Z,107881250,1387442370778632193,0.005277355201542378,0.9897533655166626,0.004969301167875528,neu
27,27,@MercantilBanco @jlgbrazon 10.000 bss,2021-04-28T16:22:10.000Z,107881250,1387442023150542857,0.007955503650009632,0.9621002674102784,0.029944326728582382,neu
28,28,@salaprensaCantv @MercantilBanco @BcodeVenezuela como refrescar eldeco y como pago elbanco de venezuela no reconoce el numero  de identificador de pago,2021-04-28T16:15:13.000Z,279044338,1387440275396694019,0.9679691195487976,0.03017328307032585,0.00185752846300602,neg
29,29,"@MercantilBanco Rotativo? La oficina más cercana me queda 2 horas (Calabozo) y yo lo único que quiero es mi e-seguridad pero me piden actualizar datos de una cuenta que tengo hace +15 años y debo hacerlo, absurdamente, entregando un montón de papeles en físico. Sres, era digital + pandemia",2021-04-28T15:58:40.000Z,510671527,1387436108292763657,0.9967885017395021,0.0018820738187059762,0.0013294543605297804,neg
30,30,Alguien sabe hasta que hora están trabajando las agencias de @MercantilBanco ?,2021-04-28T15:45:47.000Z,117482013,1387432865949011969,0.4104225635528565,0.5800860524177551,0.00949135236442089,neu
31,31,@MercantilBanco Buenos dias ... como saber que telefono celular tengo asociado al banco mercantil ? Me informan,2021-04-28T15:37:13.000Z,107881250,1387430713054617610,0.4849985539913178,0.5006011724472046,0.01440027356147766,neu
32,32,"@MercantilBanco  ladrones y buenos para nada!! Pague el jueves pasado la factura de CANTV desde su plataforma, me quitaron el dinero y aún está la deuda, ME CORTARON EL TELÉFONO POR SU CULPA abusadores y puse el reclamo y hasta el sol de hoy nada!",2021-04-28T15:31:34.000Z,788798347918372864,1387429287788228608,0.9967281818389891,0.0022147158160805702,0.001057181041687727,neg
33,33,@MercantilBanco buenos dias como puedo actualizar los datos sin ir a las oficinas ? Me informa ?,2021-04-28T15:30:23.000Z,107881250,1387428991846469643,0.1675860583782196,0.8254942297935486,0.006919774692505598,neu
34,34,"@MercantilBanco Buen día , cuándo abrirá la oficina de San Juan de Los Morros , Guárico? Gracias de antemano por responder",2021-04-28T15:11:33.000Z,510671527,1387424253457444870,0.01171291247010231,0.8741808533668518,0.11410614848136902,neu
35,35,Muy bonitos los correos pero prefiero plata @MercantilBanco @Banesco,2021-04-28T15:06:58.000Z,764384734550102016,1387423099168120832,0.008661346510052681,0.5257391929626465,0.4655994772911072,neu
36,36,"@MercantilBanco por favor, podrían informar si su oficina en C.C. BUENAVENTURA, fue cerrada definitivamente?",2021-04-28T15:06:46.000Z,142877619,1387423050547830798,0.6651515960693359,0.32339322566986084,0.011455210857093334,neg
37,37,@MercantilBanco Sres mercantil desde hace varias semanas les escribi referente a mi imposibilidad de pagar impuestos hasta una captura de pantalla les envie al privado y no he tenido respuesta alguna,2021-04-28T14:17:12.000Z,191271820,1387410575253254150,0.9932734966278076,0.005485957488417625,0.0012405627639964225,neg
38,38,#28Abr| Desde el @MercantilBanco asistimos a nuestro adultos  ¡Para @ivss_oavlp nuestros adultos mayores son importantes! @NicolasMaduro @MagaGutierrezV #IVSS #OAIvss @ivssoficial #AristóbuloPorSiempre https://t.co/UzBid7zSlt,2021-04-28T14:15:59.000Z,2934088562,1387410268939071490,0.01765083149075508,0.2426343709230423,0.7397147417068481,pos
39,39,@MercantilBanco Quiero una cuenta en moneda extranjera.,2021-04-28T13:34:14.000Z,573140642,1387399760018083844,0.015232847072184088,0.9780614376068116,0.006705703679472208,neu
40,40,@CorpoelecInfo @CorpoelecInfo  tengo cuenta en @MercantilBanco  y me dice que no tengo deuda y eso es falso pues ya yo tengo el monto. Qué debo hacer?,2021-04-28T12:28:32.000Z,137920609,1387383227896184832,0.2979620099067688,0.695983350276947,0.00605462957173586,neu
41,41,"@MercantilBanco @AyudaMovistarVe @MovistarVe Gracias por responder, pero sigo en lo mismo, sin saldo en el teléfono y con el pago debitado de mi cuenta, @ayudamovistar mencionando a @mercantilbanco y viceversa, ni uno ni otro solucionan",2021-04-28T11:27:31.000Z,57176102,1387367874168332289,0.9813980460166932,0.01724833995103836,0.0013536493061110375,neg
42,42,@MercantilBanco Claro ponen una lista y como se llega hasta esos bancos sin dinero para pagar el pasaje. O creen que eso es gratis. El más cercano y único de el Hatillo esta en el centro comercial y tienen 1 mes cerrados,2021-04-28T09:32:46.000Z,1294061679291117568,1387338994388815873,0.9646424651145936,0.033247392624616616,0.0021101830061525106,neg
43,43,@Gustavo77023761 @MercantilBanco ya la cambiaste?,2021-04-28T08:11:47.000Z,1157832394600341504,1387318614479486978,0.004839905072003603,0.9861478805541992,0.009012238122522831,neu
44,44,@salaprensaCantv @MercantilBanco @BcodeVenezuela Hice mi registro pague mi deuda por el banco Venezuela y ahora me cortaron la señal y dice no tiene suscricion en todos los canales que puedo hacer,2021-04-28T05:46:49.000Z,1218414350748262401,1387282132016500738,0.9951897859573364,0.0038739128503948454,0.0009362155687995256,neg
45,45,@MercantilBanco Buenas noches si estoy interesada en abrir una cuenta electrónica con el banco Mercantil,2021-04-28T02:51:38.000Z,1110492038,1387238048249827331,0.005653694272041321,0.9860665202140808,0.00827975757420063,neu
46,46,@gatflaca @MercantilBanco Yo. Que tengo en ahorro. Ayuda,2021-04-28T01:39:34.000Z,140510708,1387219910347173888,0.055397260934114456,0.9306607246398926,0.013942055404186249,neu
47,47,@MercantilBanco yo,2021-04-28T01:28:52.000Z,106296205,1387217219067777028,0.00994061678647995,0.9687458872795104,0.02131354622542858,neu
48,48,Alguien más tiene problemas para recargar Digitel desde la app de @MercantilBanco? #Mercantil #Digitel,2021-04-27T23:54:42.000Z,74900488,1387193521376014337,0.8174740672111511,0.1789594143629074,0.003566463477909565,neg
49,49,"@MercantilBanco Saludos, quiero hacer una apertura de cuenta está semana y me sale que fecha de disponible es el 01/05/2021 y cae día Sábado. Como haría en ese caso? Soy del Estado Apure.",2021-04-27T22:03:38.000Z,1165308914155569152,1387165568340480000,0.3066622316837311,0.6870928406715393,0.006244868040084839,neu
50,50,"@MercantilBanco Buenas tardes, desde el mes de noviembre 2020 tengo problemas con mi tpago. Mercantil no me ha solucionado solo me pelotean de la Oficina para CAM y del CAM a Mercan24 , he hecho todo lo que me han dicho(Eliminar tpago y volver a configurar) y Nadie me soluciona.",2021-04-27T21:44:53.000Z,1387111076559527942,1387160851510091779,0.9957595467567444,0.0031888058874756093,0.0010515926405787466,neg
51,51,@MercantilBanco,2021-04-27T21:37:14.000Z,1387111076559527942,1387158923266904067,0.023443199694156647,0.9094199538230896,0.06713680177927017,neu
52,52,"@MercantilBanco Buenas tardes Srs. Banco mercantil 
Hay alguna manera de desbloquear el usuario via online? Que no sea por la clave temporal que la línea movistar nunca envía a tiempo.??
Sin exageración he tratado de solicitar el desbloqueo unas 30 veces y la clave nunca llega a tiempo",2021-04-27T21:13:48.000Z,1189997040278917122,1387153029372252162,0.9361722469329834,0.060880705714225776,0.002947052475064993,neg
53,53,@MercantilBanco Gracias por su atención la morita,2021-04-27T19:54:22.000Z,139058752,1387133036819582977,0.00521845743060112,0.19229218363761905,0.8024893403053284,pos
54,54,@MercantilBanco Puedo abrir una cuenta virtual es decir sin tener que hacer acto de presencia?,2021-04-27T19:48:49.000Z,3569847796,1387131641269735426,0.009016921743750572,0.9527755975723268,0.03820747882127762,neu
55,55,@MercantilBanco Graciassss,2021-04-27T19:45:47.000Z,182975153,1387130878686633990,0.015618049539625643,0.8515585660934448,0.1328233778476715,neu
56,56,@MercantilBanco necesito que me ayude no puedo hacer pago movil desde mi mercantil en linea  he echo de todo lo que me dice  por atención al cliente y nada,2021-04-27T18:51:08.000Z,1387111076559527942,1387117124745928704,0.9861989021301271,0.012137245386838913,0.0016638860106468199,neg
57,57,@MercantilBanco Ninguna están abriendo incluyendo la de Maiquetía,2021-04-27T18:43:31.000Z,1708094628,1387115207596642306,0.01006835140287876,0.9719284772872924,0.018003078177571297,neu
58,58,@MercantilBanco o,2021-04-27T18:40:29.000Z,69072194,1387114446175313922,0.1317828893661499,0.8390242457389832,0.029192879796028137,neu
59,59,@MercantilBanco,2021-04-27T18:39:17.000Z,69072194,1387114141186408452,0.023443199694156647,0.9094199538230896,0.06713680177927017,neu
60,60,@MercantilBanco escribo por aqui montrado mi queja de no poder hacer pago movil por mi mercantil el linea o desde mi tlf  he enviado correos he llamado y he ido al centro mas cercano y no me han solucionado,2021-04-27T18:29:11.000Z,1387111076559527942,1387111599870251010,0.9951704144477844,0.003781100502237677,0.0010484848171472552,neg
61,61,"@MercantilBanco buenas tardes, que debo hacer para poder aumentar el límite de mis TDC ?",2021-04-27T18:01:08.000Z,601856885,1387104539648667649,0.2988746762275696,0.6926174163818359,0.008507948368787766,neu
62,62,@MercantilBanco requiero hacer un pago electrónico para una sucesión.  La plataforma del banco permite imprimir ese pago? Es seguro?,2021-04-27T18:00:24.000Z,49336014,1387104354910539778,0.008674625307321548,0.98473060131073,0.006594745442271233,neu
63,63,@MercantilBanco estoy afiliado a t pago no puedo hacer pago movil en la pagina de inter y en mi telefono no veo los contactos que hago,2021-04-27T17:52:39.000Z,1387101068853714950,1387102405041524742,0.992665469646454,0.006245178636163472,0.0010893819853663442,neg
64,64,"@MercantilBanco buenas tardes. Estoy tratando de recargar saldo a un celular Movistar desde mi cuenta mercantil, pero me dice que no pueden procesar mi operación, que lo intente más tarde. Tienen algún problema con Movistar? Que puedo hacer? Me urge recargar el saldo.",2021-04-27T17:34:08.000Z,32323041,1387097747665391617,0.9318634867668152,0.06535739451646805,0.0027791557367891073,neg
65,65,@libilis1 @MercantilBanco Ni a mi,2021-04-27T17:10:12.000Z,76481335,1387091723269115904,0.03329402208328247,0.9454972147941588,0.021208832040429115,neu
66,66,"@MercantilBanco Saludos, a mí me arroja Error 5205003, intento ingresar al pago móvil de una cuenta jurídica por primera vez, ojalá puedan ofrecer respuesta pronto. Gracias",2021-04-27T16:58:04.000Z,150414418,1387088671808045057,0.7340176701545715,0.2605683505535126,0.005413989536464214,neg
67,67,"@MercantilBanco Saludos, a mí me arroja Error 5205003, intento ingresar al pago móvil de una cuenta jurídica por primera vez, ojalá puedan ofrecer respuesta. Gracias 27/4/2021",2021-04-27T16:26:25.000Z,150414418,1387080705008672777,0.7761602401733398,0.21702253818511966,0.006817226763814689,neg
68,68,"@MercantilBanco Saludos, a mí me arroja Error 5205003, intento ingresar al pago móvil de una cuenta jurídica por primera vez, ojalá puedan ofrecer respuesta.",2021-04-27T16:25:36.000Z,150414418,1387080501035470854,0.984991729259491,0.013817775994539259,0.001190560171380639,neg
69,69,"@MercantilBanco Saludos, a mí me arroja Error 5205003, intento ingresar al pago móvil de una cuenta jurídica por primera vez, por favor me pueden ayudar?",2021-04-27T16:23:47.000Z,150414418,1387080042023428096,0.9798348546028136,0.018845885992050167,0.0013193009654060006,neg
70,70,"@MercantilBanco Buenos días, señores @mercantil,por favor actualizen el límite mensual a recargar los tlf, no puede ser q intentes recargar y te salga q ya tu limite mensual está lleno, por favor tan caros q están los megas 😡😡😡😡😡😡😡😡😡😡😡😡",2021-04-27T16:10:47.000Z,461336971,1387076770449461252,0.975238561630249,0.02219713106751442,0.002564340131357312,neg
71,71,@MercantilBanco Buenos días ¿cuando abriran la agencia ubicada en la UCAB?,2021-04-27T15:52:00.000Z,25820025,1387072043074588675,0.040174558758735664,0.9527581930160522,0.007067203056067228,neu
72,72,"@MercantilBanco Mercantil no envía mensajitos de texto cuando se hace efectivo un pago móvil? ? Es raro,  pero nunca me ha llegado uno,  como por ejemplo avisa Bco Vzla.",2021-04-27T15:45:05.000Z,63485645,1387070302665027586,0.9883633255958556,0.009973945096135141,0.0016626619035378098,neg
73,73,@MercantilBanco buenos días para atención por liberaciones de hipoteca correos o números telefónicos,2021-04-27T15:09:23.000Z,158874117,1387061320248401925,0.008132139220833778,0.9848489165306092,0.007018992211669684,neu
74,74,"@MercantilBanco Buenos dias porque no puedo hacer pagos móviles por la aplicacion, a veces no me sale la cuenta, y otras llega hasta la clave telefonica y no sale.",2021-04-27T14:24:42.000Z,1369662806,1387050074329391106,0.9958454966545104,0.003142325906082988,0.001012121676467359,neg
75,75,"@fjbastidas @MercantilBanco @MovistarVe Me ocurrió. Pagué por la Página, Mi Movistar, con tarjeta debito mercantil. Me hicieron el débito y no lo acreditaron a mi cuenta tv. Hice el reclamo y lo cerraron si resolver. 12 millones perdidos y ahora no puedo volver a pagar porque quitaron la opción depagar con  tanta dbto",2021-04-27T13:15:10.000Z,106449299,1387032577551261700,0.9963942170143129,0.0024315002374351025,0.001174200908280909,neg
76,76,@MercantilBanco realicé recarga de @AyudaMovistarVe @MovistarVe desde el domingo y a 3 días ni tengo el saldo en mi línea ni tengo el dinero en mi cuenta. Para cuando van a solucionar ???????????????,2021-04-27T12:54:11.000Z,57176102,1387027295936909314,0.958474576473236,0.03919694572687149,0.002328482223674655,neg
77,77,@MercantilBanco buen día... necesito saber el número de cuenta corriente completo y no tengo la chequera a mano,2021-04-27T12:48:33.000Z,103671092,1387025876693491717,0.4630883932113648,0.5309833884239197,0.005928170401602984,neu
78,78,"@MercantilBanco Buenos días, por qué cuando me hacen un TPago (Pago móvil) no me llega mensaje de texto o correo electrónico indicándome la operación?",2021-04-27T11:24:47.000Z,357015283,1387004796994048001,0.987966001033783,0.01040926668792963,0.001624657423235476,neg
79,79,@MercantilBanco Ok y que hago para poder octener mi tarjeta de débito,2021-04-27T09:48:11.000Z,3810611476,1386980485348352001,0.10057451575994493,0.89522784948349,0.00419758353382349,neu
80,80,"@MercantilBanco Me parece excelente el haber incluido en Tpago, la modalidad de pago por mensaje de texto, y esta fabuloso el agregar el destinatario a través de un QR nos evita cometer el error al ser escrito por nosotros mismo. Felicitaciones",2021-04-27T07:26:38.000Z,170325456,1386944863573250049,0.00362850702367723,0.007116460707038641,0.9892550706863404,pos
81,81,@MercantilBanco Mi tarjeta de debito llave mercantil no sirve; ¿Puedo ir a una oficina esta semana para que me otorguen una nueva?,2021-04-27T06:21:18.000Z,1157832394600341504,1386928424640466948,0.9933871626853944,0.0054996428079903134,0.0011132751824334264,neg
82,82,@MercantilBanco Necesito una llave mercantil nueva.¿hay disponibles?,2021-04-27T06:18:57.000Z,1157832394600341504,1386927831733653505,0.009296566247940063,0.9851491451263428,0.005554238334298135,neu
83,83,@MercantilBanco buenas noches!!! He querido comunicarme con uds desde el jueves. A mí hermana se le bloqueo la tarjeta en un punto de venta y no hemos podido resolver. A qué número me debo comunicar con un operador??? gracias!!!,2021-04-27T00:46:56.000Z,158063180,1386844275040821255,0.13308115303516388,0.8080600500106812,0.058858778327703476,neu
84,84,"@MercantilBanco Lo que necesitamos todos los que tenemos cuenta en ese banco es que activen los cajeros en maracay, tiene tiempo que ningún cajero funciona.",2021-04-26T23:36:22.000Z,769617126,1386826518811271169,0.9437622427940368,0.05236364901065826,0.003874104702845216,neg
85,85,"@SmayAnnesmay @MercantilBanco La locura con esta pandemia t dicen q debes ir a una oficina con foto copia de cédula,carta d trabajo y otras cosas locas q no recuerdo simplemente  para cambiar un número telefónico poco  práctico este banco.",2021-04-26T22:03:35.000Z,1589900095,1386803169594851330,0.9961787462234496,0.0024222545325756073,0.0013989951694384215,neg
86,86,@MercantilBanco Buenas tardes cuanto es el monto máximo para retirar por taquillas y cajeros automáticos?,2021-04-26T21:16:19.000Z,170357136,1386791272568983552,0.07263428717851639,0.9199125170707704,0.007453202735632658,neu
87,87,"@MercantilBanco hola, cómo desbloqueo el acceso a la banca móvil..",2021-04-26T20:53:37.000Z,128037530,1386785561403351043,0.007688875775784255,0.9826666116714478,0.009644544683396816,neu
88,88,@MercantilBanco Buenas tardes! La nueva modalidad para realizar tpago por mensajes de textos debe ser de Mercantil a Mercantil?,2021-04-26T20:53:25.000Z,158809640,1386785510509662212,0.012633836828172209,0.9776126742362976,0.009753483347594738,neu
89,89,@MercantilBanco Cómo hacer transacción de Tpago por sms?,2021-04-26T20:33:28.000Z,1959444462,1386780487902023681,0.016298189759254456,0.9792258739471436,0.004475853405892849,neu
90,90,@MercantilBanco Hola no he podido cambiar el número de tlf para disfrutar del servicio,2021-04-26T20:25:14.000Z,2298435044,1386778418696630273,0.24632085859775546,0.7481259703636169,0.005553143098950386,neu
91,91,"@MercantilBanco buenas tardes, actualmente hay algún problema para ingresar en mercantil empresas? Estoy intentado y es imposible conectar",2021-04-26T20:07:40.000Z,73759152,1386773995870162945,0.7287333011627197,0.267053097486496,0.004213600419461727,neg
92,92,@BcodeVenezuela Liberen las Divisas Dicom!! Queremos solución @SudebanInforma @BCV_ORG_VE @BcodeVenezuela @la_patilla @ElNacionalWeb @lanacionweb @globovision @descifradocom @elestimulo @DolarToday @ANAUCO @elimpulsocom @TachiraNoticias @TachiraNews @MercantilBanco @mercadosyaccion,2021-04-26T20:04:06.000Z,190265453,1386773099429998594,0.021102838218212128,0.18937736749649048,0.7895197868347168,pos
93,93,@MercantilBanco Gracias...!!!,2021-04-26T19:41:31.000Z,538168349,1386767414004748293,0.004378956276923418,0.0130567392334342,0.9825642704963684,pos
94,94,@fjbastidas @MercantilBanco @MovistarVe Esperas sentado la respuesta.,2021-04-26T19:29:59.000Z,2998385038,1386764514381778947,0.3453943133354187,0.6429473757743835,0.011658294126391409,neu
95,95,buenas tardes quien me da repuesta de esto aun no tengo la recarga en el deco movistar y en mi cuenta bancaria se encuentra ambas debitadas @MercantilBanco @MovistarVe https://t.co/a1oT9LgJ06,2021-04-26T18:53:09.000Z,188510920,1386755242679808003,0.9694600701332092,0.028816809877753258,0.00172308087348938,neg
96,96,"@MercantilBanco bueno tardes saludos a todos por favor indícame oficina Caracas operativas .
Gracias",2021-04-26T18:50:41.000Z,538168349,1386754622057033729,0.004454632755368948,0.2947533130645752,0.7007920742034912,pos
97,97,@MercantilBanco Cuando vuelven abrir la oficina de Cabudare? o por lo menos que los cajeros del Centro Comercial Terepaima tengan dinero.,2021-04-26T17:51:25.000Z,2382245114,1386739707669884929,0.1555795669555664,0.8372888565063477,0.007131518330425023,neu
98,98,@MercantilBanco buenas tardes cuál es el monto mínimo de divisas que se puede comprar en operaciones al menudeo?,2021-04-26T17:31:07.000Z,832161074686345216,1386734600723046404,0.06999841332435608,0.923548460006714,0.00645311875268817,neu
99,99,"#ViveLaNoticia | Nacionales | El director del Saime, Gustavo Vizcaíno, informó que en los próximos días habilitarán el @MercantilBanco ,@credicardvzla,@bnc_corporativo como nuevas plataformas de pago para tramitar el pasaporte, cuya vigencia se extendió a 10 años desde el #15Abr. https://t.co/VS0dEnxo0S",2021-04-26T16:33:27.000Z,1280192706929733632,1386720088422862852,0.0422341451048851,0.8768308162689209,0.0809350460767746,neu
100,0,"@MercantilBanco Buenas tardes, algún cajero con efectivo???",2021-04-26T16:21:21.000Z,177264197,1386717043660099597,0.1425359547138214,0.8496729135513306,0.007791182957589626,neu
101,1,@MercantilBanco buenos dias para cambiar mi llave mercantil tiene el chip dañado cuales serian los pasos,2021-04-26T15:22:20.000Z,1335888298787696640,1386702189591158788,0.018194574862718586,0.9775899052619934,0.004215518478304148,neu
102,2,@MercantilBanco Buenos días. Cuál sería el procedimiento para liberar una hipoteca?,2021-04-26T14:22:23.000Z,71123144,1386687103959027713,0.036849264055490494,0.955161452293396,0.007989265955984592,neu
103,3,"@MercantilBanco Saludos. En las Mercedes cuál?
#tolon no abre",2021-04-26T14:19:57.000Z,50094726,1386686490088984579,0.8146786689758301,0.18127307295799253,0.004048261325806379,neg
104,4,"@MercantilBanco el hacer un pago móvil por la aplicación a veces se vuelve una ladilla, no carga la cuenta, no carga el usuario todo un caos.",2021-04-26T14:15:24.000Z,1369662806,1386685345157296128,0.9968307614326476,0.0016640563262626527,0.0015052130911499262,neg
105,5,@MercantilBanco Solicitamos la inclusión del territorio Esequibo en el mapa publicado. Gracias,2021-04-26T14:07:17.000Z,37703312,1386683301809856517,0.011284242384135723,0.7987332344055176,0.18998247385025024,neu
106,6,Son las 10 de la mañana y @MercantilBanco sigue mudo. No se sabe cuándo van a levantar su plataforma. Y menos aún informarles a los clientes qué pasó,2021-04-26T14:06:12.000Z,89022840,1386683029440040964,0.9917793869972228,0.0068581830710172645,0.0013624395942315461,neg
107,7,Sigue caída la plataforma de @MercantilBanco . Clientes paralizados,2021-04-26T13:59:50.000Z,89022840,1386681426553225217,0.9935738444328308,0.004999798722565174,0.0014262552140280607,neg
108,8,@MercantilBanco amaneció apagado? No se puede ingresar ni por la PC ni por el teléfono,2021-04-26T13:00:48.000Z,89022840,1386666571662254086,0.9807791709899902,0.017765747383236885,0.0014552060747519135,neg
109,9,@MercantilBanco Agradecida por la informacion feliz semana,2021-04-26T11:35:19.000Z,887348506444353538,1386645060347994112,0.003119029104709625,0.01331811025738716,0.9835628867149352,pos
110,10,@MercantilBanco Buenos días la agencia de la avenida Libertador de Barquisimeto la eliminaron?,2021-04-26T11:20:28.000Z,887348506444353538,1386641322669494282,0.8832623362541199,0.11195502430200577,0.004782706964761019,neg
111,11,@MercantilBanco Buenos días están recibiendo solicitudes apertura de cuenta? Gracias,2021-04-26T11:11:56.000Z,184887725,1386639175789727744,0.00771051924675703,0.9858039617538452,0.0064855157397687435,neu
112,12,@MercantilBanco una pregunta en ese mapa tendría que estar el Esequibo  @AntroCanal,2021-04-26T11:08:31.000Z,129625799,1386638316024569859,0.075749471783638,0.9179593324661256,0.006291170138865709,neu
113,13,@MercantilBanco Buenos días quiero saber que oficinas estarán abiertas hoy en Carabobo,2021-04-26T10:48:53.000Z,2336864258,1386633372706000899,0.01795309595763683,0.97077214717865,0.011274709366261959,neu
