,author_id,text,created_at,id
18,1303814505865109504,@BcodeVenezuela Buenas tardes porque el banco no me permite movilizar mis divisas compradas en el dicom en el 2018 necesito mi dinero #AFECTADOSDICOM @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad,2021-04-28T21:04:52.000Z,1387513167450882053
19,175283792,"@BcodeVenezuela Tenemos años con divisas retenidas del sistema DICOM en esta entidad bancaria. EXIGIMOS que activen las mesas de cambio, necesitamos una solución pronta.@BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @SimonZerpaD",2021-04-28T21:03:59.000Z,1387512944242593793
20,111057665,@BcodeVenezuela NO A LA ESTAFA DEL BANCO DE VENEZUELA A LOS ADJUDICADOS DEL DICOM 2018... NUESTRO DINERO YAAAA..... BASTA DE ABUSOS,2021-04-28T21:02:05.000Z,1387512468679892998
21,305187789,"@BcodeVenezuela Buenas tardes necesitamos solventar sobre nuestras divisas retenidas del dicom, queremos usarlas por menudeo o tarjetas ya vamos para 2 años con este problema",2021-04-28T21:01:33.000Z,1387512333199683587
22,4824556899,@j_rodriguez30 @BcodeVenezuela Debes registrar la cuenta dentro del mismo bdvenlinea,2021-04-28T20:55:38.000Z,1387510845383532546
23,1206771071007019008,"@BcodeVenezuela ¿Cuándo van a desbloquear las cuentas en doláres de los #afectadosdicom de los bancos @BcodeVenezuela  @bcodeltesoro  @bicentenario ? permitan que podamos venderlos a través del menudeo,  por favor . BUSQUEN UNA SOLUCION A ESTE PROBLEMA, NO NOS IGNOREN @BCV_ORG_VE",2021-04-28T20:47:39.000Z,1387508835078844419
24,1303814505865109504,@BcodeVenezuela Buenas tardes mis divisas compradas en el dicom me la tienen retenidas y no me la permiten movilizar por ningun medio necesito ese dinero @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad #AFECTADOSDICOM,2021-04-28T20:43:34.000Z,1387507806627115008
25,1286371094350438401,@cmorlesVEN @ANDR3Z77 @BcodeVenezuela Justicia aunque perdí la señal y no logro volver activarlo me cobran 7$ a 10$ para activarme la antena 🤦😭📡🛰️,2021-04-28T20:39:50.000Z,1387506866050174990
26,1206771071007019008,"@EneidaLayaPsuv @ViceVenezuela @PartidoPSUV @Mippcivzla @VTVcanal8 @MinComNacional @sundde_ve @almacaracas @CalidadEsVida @CassVzla @Conatel Excelente! Y será  que nos pueden echar una manito a los #afectadosdicom de los bancos @BcodeVenezuela  @bcodeltesoro  @BcoBicentenario, ya que no podemos movilizar nuestra cuenta en doláres y necesitamos el dinero para sobrevivir a esta pandemia @BCV_ORG_VE",2021-04-28T20:34:31.000Z,1387505530369892358
27,1351496425994153984,"@BcodeVenezuela Buenas tardes, para cuando los ajustes a las TDC ?",2021-04-28T20:17:28.000Z,1387501240700084225
28,140653553,"@BcoBicentenario Exigimos nuestras divisas retenidas injustamente del DICOM desde el año 2018. No más burlas al pueblo. Son nuestros únicos ahorros y los necesitamos urgente 
@sudebaninforma
 
@BCV_ORG_VE
 
@BcodeVenezuela
 
@TarekWiliamSaab
 
@TSJ_Venezuela",2021-04-28T20:11:23.000Z,1387499707799375877
29,178420785,"@BcodeVenezuela Todos los bancos han dado soluciones sobre las Divisas obtenidas por medio de Dicom menos los bancos nacionales @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad SE ESTAN HACIENDO LOS LOCOS, QUEREMOS NUESTRAS DIVISAS",2021-04-28T20:10:40.000Z,1387499527981121536
30,224208567,"@BcoBicentenario #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",2021-04-28T20:07:50.000Z,1387498813489917953
31,140653553,"@BcodeVenezuela Exigimos nuestras divisas retenidas injustamente del DICOM desde el año 2018. No más burlas al pueblo. Son nuestros únicos ahorros y los necesitamos urgente 
@sudebaninforma
 
@BCV_ORG_VE
 
@BcodeVenezuela
 
@TarekWiliamSaab
 
@TSJ_Venezuela",2021-04-28T20:06:29.000Z,1387498474665566208
32,178420785,@EneidaLayaPsuv @ViceVenezuela @PartidoPSUV @Mippcivzla @VTVcanal8 @MinComNacional @sundde_ve @almacaracas @CalidadEsVida @CassVzla @Conatel Necesito respuestas sobre nuetsras divisas adjudicadas en Dicom... También hicimos muchos reclamos por redes y nadie nos presta atención @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad #AFECTADOSDICOM  @BcodeVenezuela,2021-04-28T20:05:41.000Z,1387498273552936961
33,4115194707,@BcodeVenezuela Cuando darán respuesta a los usuarios que tienen divisas de Dicom desde el 2018??????? @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad,2021-04-28T20:01:03.000Z,1387497108685611019
34,605589061,@BcodeVenezuela Entreguen las divisas de Dicom hasta cuándo señores #AFECTADOSDICOM,2021-04-28T20:00:42.000Z,1387497020382973953
35,224208567,"@EneidaLayaPsuv @ViceVenezuela @PartidoPSUV @Mippcivzla @VTVcanal8 @MinComNacional @sundde_ve @almacaracas @CalidadEsVida @CassVzla @Conatel #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",2021-04-28T20:00:42.000Z,1387497018097082369
36,224208567,"@descifradocom #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",2021-04-28T20:00:17.000Z,1387496915735089152
37,380684074,@BcodeVenezuela Devuelvan las divisas de Dicom @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad,2021-04-28T19:59:42.000Z,1387496766287843329
38,363836491,"@BcodeVenezuela @BcodeVenezuela
@BCV_ORG_VE
 
@sudebaninforma
 
@minecofinanzas
 
@tsj_venezuela
 
@tarekwiliamsaab
 
@josejmoralesu78
 
@simonzerpad
Requerimos del apoyo y ayuda con liberacion de las Divisas retenidas por el Banco Venezuela, ya sea mesa de cambio o retiró en sedes",2021-04-28T19:54:02.000Z,1387495340010528775
39,1370507593,@BcodeVenezuela AFECTADOSDICOM.Exigem entrega de sus DIVISAS. Son nuestros ahorros.,2021-04-28T19:48:56.000Z,1387494058176679943
40,224208567,"@BcodeVenezuela #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",2021-04-28T19:47:38.000Z,1387493729448169474
41,186164677,"@BcodeVenezuela Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. 
@BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad
 #AFECTADOSDICOM",2021-04-28T19:43:58.000Z,1387492809633116163
42,1250018402,"@BcodeVenezuela @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad queremos información de las Divisas retenidas por el Banco Venezuela que no deja movilizar por ningún medio, ya sea mesa de cambio o transferencia. Ayuda",2021-04-28T19:43:16.000Z,1387492631081537537
43,340034106,"#CANTV informó que ahora puedes pagar Cantv Televisión Satelital mediante la banca en línea.

Este es el proceso para  hacerlo por el  @BcodeVenezuela  https://t.co/84DGmEuzky",2021-04-28T19:42:17.000Z,1387492386587172865
44,1263587835971465223,@BcodeVenezuela saludo esperando nuestra divisa que la nececitamos,2021-04-28T19:35:18.000Z,1387490628460818443
45,188033566,"@BcodeVenezuela Los #afectadosdicom requerimos que se habiliten soluciones para utilizar nuestros recursos, se ven vulnerados los derechos económicos al no poder disponer de las divisas  fueron adjudicadas legalmente y debería poder cambiarse por mesa de cambio @bcv_org_ve @sudebaninforma",2021-04-28T19:16:43.000Z,1387485949341351942
46,877977500,"@VenezuelaSaime Buenas tardes...requiero ayuda de UD. El sistema cobró el dinero para nuevo pasaporte de mi esposo pero no arrojó el recibo, ni la aprobación del trámite. Trato de ingresar y vuelve a pedir el pago...tengo número de referencia del pago por @BcodeVenezuela",2021-04-28T19:15:54.000Z,1387485743740858370
47,1118191796,"@BcodeVenezuela Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. 
@BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad
 #AFECTADOSDICOM",2021-04-28T19:12:51.000Z,1387484978938892289
48,3666400996,"Señores @BcodeVenezuela @NicolasMaduro Las divisas bloqueadas producto de las subastas DICOM CADIVI son necesarias en este momento de gran tribulación.

Por favor liberenlas. Muchos de nosotros las necesitamos con urgencia.

Diosdado",2021-04-28T19:01:10.000Z,1387482037242765313
49,1118191796,"@EneidaLayaPsuv @ViceVenezuela @PartidoPSUV @Mippcivzla @VTVcanal8 @MinComNacional @sundde_ve @almacaracas @CalidadEsVida @CassVzla @Conatel Entreguen nuestras divisas retenidas del DICOM desde el año 2018, queremos una solución ya. Basta de ignorar a sus clientes @BcoBicentenario @BcodeVenezuela 
@BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad
 #AFECTADOSDICOM",2021-04-28T19:00:43.000Z,1387481923048677379
50,1378705836441210889,"@BcodeVenezuela por favor si solicito en línea una nueva tarjeta de débito porque falla el chip en “algunos” puntos de venta , me desactivan la actual ?",2021-04-28T18:46:50.000Z,1387478428128006150
51,224208567,"@SudebanInforma #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",2021-04-28T18:19:18.000Z,1387471501180510217
52,147961994,@BcodeVenezuela Buenas tardes por casualidad el banco de Venezuela compra los petros de la petroap si es así cuáles son los pasos a seguir,2021-04-28T18:19:04.000Z,1387471441306738693
53,224208567,"@bcodeltesoro #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",2021-04-28T18:18:52.000Z,1387471391755325442
54,224208567,"@bcodeltesoro #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",2021-04-28T18:18:34.000Z,1387471314710142979
55,111057665,@BcodeVenezuela SABIAS QUE EL BANCO DE VENEZUELA NO QUIERE ENTREGAR LAS DIVISAS COMPRADAS HACE 3 AÑOS A TRAVES DEL DICOM???? SOLUCION YAAA QUEREMOS NUESTRO DINERO ABUSADORES,2021-04-28T18:12:09.000Z,1387469700167254020
56,186164677,"@BcodeVenezuela Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. 
@BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad
 #AFECTADOSDICOM",2021-04-28T18:09:26.000Z,1387469017514979336
57,77397333,"@BcodeVenezuela  necesito que me ayuden con un requerimiento de mi cuenta, es urgente",2021-04-28T18:04:05.000Z,1387467671583825923
58,4115194707,@BcodeVenezuela @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad cuando darán respuesta a los usuarios que tienen divisas de Dicom retenidas desde el 2018?????????,2021-04-28T17:58:23.000Z,1387466236854894594
59,620975558,"@BcodeVenezuela Buenas tardes, señores no estamos para murales estamos para que se tapen la cantidad de huecos en calles avenidas y poder transitar caminar en toda Venezuela, gracias.",2021-04-28T17:55:39.000Z,1387465547483336705
60,111057665,@BcodeVenezuela El BANCO DE VENEZUELA NO QUIERE DAR RESPUESTA SOBRE LAS DIVISAS COMPRADAS LEGALMENTE  A TRAVES DEL DICOM SOLUCION YAAAA QUEREMOS NUESTRO DINERO @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad,2021-04-28T17:53:26.000Z,1387464992186843137
61,111057665,@MinEcoFinanzas @BcodeVenezuela El BANCO DE VENEZUELA NO QUIERE DAR RESPUESTA SOBRE LAS DIVISAS COMPRADAS LEGALMENTE  A TRAVES DEL DICOM SOLUCION YAAAA @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad,2021-04-28T17:52:34.000Z,1387464774729048064
62,1241642185,@BcodeVenezuela Me pide que registre mi cuenta..como es eso.. entro con. Cordenadas con Tken de texto y ahora me dice que registre cuenta...,2021-04-28T17:43:20.000Z,1387462451030016000
63,77397333,@BcodeVenezuela  buenas tardes necesito repuesta ante mi requerimiento 40188018 urgente,2021-04-28T17:30:28.000Z,1387459212553424905
64,125067738,Señores @BcodeVenezuela el día de hoy realice el pago de la prórroga del pasaporte a través de la plataforma del Banco de Venezuela y no me enviaron el voucher de la constancia de pago. ¿A quien se debe contactar en este caso?,2021-04-28T17:30:04.000Z,1387459110417977344
65,190622273,"@BcodeVenezuela Saludos estimado staff de BDV, tengo un problema con la app, cuando terminó la vinculación y voy a iniciar sesión empieza a cerrarse la app, ¿hay alguna solución para este error?",2021-04-28T17:28:10.000Z,1387458631847890957
66,111057665,@BcodeVenezuela Queremos nuestras divisas DICOM basta de abuasos BDV. Solicion yaaa .. van 3 años y no dan respuesta @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad,2021-04-28T17:23:33.000Z,1387457469132197896
67,454210912,@BcodeVenezuela La instale pero se queda fundada al entrar en autenticar ......,2021-04-28T17:14:31.000Z,1387455197190967299
68,1761931681,@BcodeVenezuela Hice un pago móvil y a la persona nunca le llegó? No hay respuesta y tampoco han devuelto el dinero,2021-04-28T17:14:19.000Z,1387455149099134977
69,89832369,"@BcodeVenezuela Sra, por favor necesitamos nuestro dinero, confiamos en ustedes ahora cumplan devuelvan lo que no es de ustedes @NicolasMaduro @dcabellor @SudebanInforma",2021-04-28T17:10:13.000Z,1387454115018641409
70,117756066,@BcodeVenezuela Aún a mi no me. Funciona amigos,2021-04-28T17:07:02.000Z,1387453312614735877
71,1383890866222223363,Entreguen Tarjeta de Débito a los PENSIONADOS del.IVSS. @BcoBicentenario  @bcodeltesoro  @BcodeVenezuela https://t.co/cmzYeIP0DI,2021-04-28T17:05:14.000Z,1387452862209433603
72,701843609927217152,"@BcodeVenezuela Excelente aplicación por él nivel  de seguridad que ofrece, por ahora no encuentro fallo. Esperó siga así.!!",2021-04-28T17:02:23.000Z,1387452142739406849
73,1381569600660312066,"@28DeAbril 
Y aún no tenemos respuesta de la @BilleteraMovil_
¿Acaso tenemos que HUMILLARNOS para q nos hagan valer nuestro derecho?
#ActivenLaBilleteraMovil
@Barrio_Tricolor
@PlataformaPatri
@MinMujerVe
@patria_blog
@PatriaHogares
@NicolasMaduro
@TarekWiliamSaab
@BcodeVenezuela",2021-04-28T16:50:35.000Z,1387449175307063300
74,228730883,@BcodeVenezuela Necesitamos usar nuestro dinero Dicom hasta cuándo debemos esperar soluciones este problema somos muchos los afectados @BCV_ORG_VE  @SudebanInforma @MinEcoFinanzas @TarekWiliamSaab,2021-04-28T16:47:40.000Z,1387448441824063491
75,228730883,@MinEcoFinanzas @BcodeVenezuela Necesitamos usar nuestro dinero Dicom hasta cuándo debemos esperar soluciones este problema somos muchos los afectados @BCV_ORG_VE  @SudebanInforma @MinEcoFinanzas @TarekWiliamSaab,2021-04-28T16:46:15.000Z,1387448084683239424
76,178420785,@MinEcoFinanzas @BCV_ORG_VE @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad desde el 2018 tengo mis Divisas retenidas las cuales fueron adquiridas por el sistema Dicom del @BcodeVenezuela  por favor exijo soluciones #afectadosdicom,2021-04-28T16:38:38.000Z,1387446167861186565
77,178420785,@BcodeVenezuela @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad exigimos nuestras Divisas ya son varios años sin poder usar nuestro dinero que con tanto Esfuerzo adquirimos... #afectadosdicom  LIBEREN NUESTRAS DIVISAS.,2021-04-28T16:34:33.000Z,1387445138595663874
78,1387211500146864130,"@SudebanInforma Sres. tengo bloqueado en el BDV dolares comprados legalmente con DICOM en el año 2018, y hasta el día de hoy no he podido retirarlos, quiero solución a ésto y más con ésta pandemia horrible! 
@BcodeVenezuela
   
@SudebanInforma
 
@MinEcoFinanzas
 
@TSJ_Venezuela
 
@BCV_ORG_VE",2021-04-28T16:31:08.000Z,1387444279661010945
79,1387211500146864130,"@MinEcoFinanzas @BCV_ORG_VE Sres. tengo bloqueado en el BDV dolares comprados legalmente con DICOM en el año 2018, y hasta el día de hoy no he podido retirarlas, quiero solución a ésto y más con ésta pandemia horrible! @BcodeVenezuela   @SudebanInforma @MinEcoFinanzas @TSJ_Venezuela @BCV_ORG_VE",2021-04-28T16:24:56.000Z,1387442720843698179
80,1387211500146864130,"@BcodeVenezuela Sres. BDV tengo bloqueado dolares comprados legalmente con DICOM en el año 2018, y hasta el día de hoy no he podido retirarlos, queremos solución a ésto y más con ésta pandemia horrible AYUDA! @BcodeVenezuela   @SudebanInforma @MinEcoFinanzas @TSJ_Venezuela @BCV_ORG_VE",2021-04-28T16:19:38.000Z,1387441386807566343
81,279044338,@salaprensaCantv @MercantilBanco @BcodeVenezuela como refrescar eldeco y como pago elbanco de venezuela no reconoce el numero  de identificador de pago,2021-04-28T16:15:13.000Z,1387440275396694019
82,1206771071007019008,"@anyelineC @BcoBicentenario @BCV_ORG_VE @SudebanInforma @MinEcoFinanzas @TSJ_Venezuela @TarekWiliamSaab @JoseJMoralesU78 @SimonZerpaD Estoy pasando por la misma situación, tengo bloqueada mi cuenta en dólares #afectadosdicom
 @BcodeVenezuela @BCV_ORG_VE  y necesito el dinero, tengo una urgencia familiar, SEÑORES PERMITAN QUE PODAMOS VENDER POR MENUDEO ESOS DOLARES",2021-04-28T16:14:02.000Z,1387439975520784385
83,1387211500146864130,"@BcodeVenezuela Sres. BDV tengo bloqueado dolares comprados legalmente con DICOM en el año 2018, y hasta el día de hoy no he podido retirarlos, queremos solución a ésto y más con ésta pandemia horrible! @BcodeVenezuela   @SudebanInforma @MinEcoFinanzas @TSJ_Venezuela @BCV_ORG_VE",2021-04-28T16:13:40.000Z,1387439885909438467
84,1387211500146864130,"@descifradocom Sres. tengo bloqueado dolares comprados legalmente con DICOM en el año 2018, ése servicio de menudeo no permite recuperar nuestro dinero, queremos solución a ésto y más con ésta pandemia! @BcodeVenezuela   @SudebanInforma @MinEcoFinanzas @TSJ_Venezuela @BCV_ORG_VE",2021-04-28T16:09:53.000Z,1387438930354712584
85,1387211500146864130,"@bcodeltesoro Sres. tengo bloqueado dolares comprados legalmente con DICOM en el año 2018, y hasta el día de hoy no he podido retirarlas, queremos solución a ésto y más con ésta pandemia! @BcodeVenezuela   @SudebanInforma @MinEcoFinanzas @TSJ_Venezuela @BCV_ORG_VE",2021-04-28T16:04:18.000Z,1387437526760181761
86,605589061,@yvanbarreto @MinEcoFinanzas @BCV_ORG_VE @SudebanInforma @BcodeVenezuela @TarekWiliamSaab #AFECTADOSDICOM,2021-04-28T16:02:23.000Z,1387437044826349568
87,1334569052568743936,@BcodeVenezuela #NuestroBanco BUENOS DíAS COMPATRIOTA @JoseJMoralesU78 PORQUE #NuestroBanco SE OLVIDO DE NOSOTROS LOS OBREROS ELIMINARON UN VALIOSO APOYO COMO ERAN LOS CREDINOMINA Y LAS TDC,2021-04-28T16:01:52.000Z,1387436913364291592
88,142518460,"@BcodeVenezuela El modulo empresarial no esta funcionado correctamente desde ayer, no acepta el código de Bóveda online.",2021-04-28T16:00:36.000Z,1387436597801623557
89,224208567,"@BcoBicentenario #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",2021-04-28T15:48:12.000Z,1387433475247063040
90,1362834296260747265,"#28Abr| 🇻🇪📢¡ETIQUETA DEL DÍA! ⏩
#AristóbuloPorSiempre

Hombre leal, luchador, humilde y Maestro de maestros. Seguiremos con tu sonrisa y tu fuerza combativa construyendo la Patria.

¡Honor y Gloria! 
¡Viva por siempre la memoria y obra del Profe Aristóbulo! @BcodeVenezuela https://t.co/sGMqcsBiBu",2021-04-28T15:20:02.000Z,1387426388009967618
91,1383775231030939659,"🖤Vuela Alto Camarada 🖤
#AristobuloPorSiempre 🖤
@NicolasMaduro @jaarreaza @Mippcivzla @ConCiliaFlores @drodriven2 @jorgerpsuv @dcabellor @PartidoPSUV @CancilleriaVE @MSVEnLinea @VenezuelaSaime @BcodeVenezuela @Mippcivzla @felixorea5 @OreaChristianC https://t.co/sgZLRBZtvv",2021-04-28T15:18:55.000Z,1387426106224021509
92,224208567,"@BcodeVenezuela #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela .",2021-04-28T15:14:44.000Z,1387425052531077124
93,14229706,"@BcodeVenezuela Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad #afectadosdicom",2021-04-28T15:03:24.000Z,1387422202530869250
94,115705495,"@BcodeVenezuela #afectadosdicom señores BDV necesitamos nuestros ahorros bloqueados ilegalmente en el sistema DICOM, ante una pandemia todos necesitamos poder disponer de nuestro dinero para cubrir necesidades @simonzerpad",2021-04-28T15:02:55.000Z,1387422078190690304
95,111057665,@BcodeVenezuela Tenemos 3 años esperando liberen nuestras Divisas compradas legalmente a traves de Dicom ... QUEREMOS NUESTRO DINERO YAAAA...,2021-04-28T15:01:34.000Z,1387421738070315012
96,139236729,Que patética la página del @BcodeVenezuela IMPOSIBLE ENTRAR EN BDVENLINEA EMPRESAS,2021-04-28T14:56:34.000Z,1387420481142333447
