,Unnamed: 0,created_at,author_id,id,text,neg,neu,pos,score
33,33,2021-04-28T20:00:42.000Z,224208567,1387497018097082369,"@EneidaLayaPsuv @ViceVenezuela @PartidoPSUV @Mippcivzla @VTVcanal8 @MinComNacional @sundde_ve @almacaracas @CalidadEsVida @CassVzla @Conatel #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",0.5371715426445007,0.45052894949913025,0.012299543246626854,neg
34,34,2021-04-28T20:00:17.000Z,224208567,1387496915735089152,"@descifradocom #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",0.11059699952602386,0.871107816696167,0.01829511858522892,neu
35,35,2021-04-28T19:59:42.000Z,380684074,1387496766287843329,@BcodeVenezuela Devuelvan las divisas de Dicom @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad,0.3762767016887665,0.614355206489563,0.00936807505786419,neu
36,36,2021-04-28T19:59:28.000Z,1352236141479686148,1387496707911557121,SOS @SudebanInforma Cual es la causa de que el Banco Mercantil calle Mariño San Félix Edo Bolivar no presta ningún servicio al público. Los pensionados no han podido hacer efectivo la pensión. SOS. @NicolasMaduro @dcabellor @ConElMazoDando. SOS https://t.co/hdkhO3hIxN,0.995932400226593,0.0027813748456537724,0.0012862591538578272,neg
37,37,2021-04-28T19:59:20.000Z,4115194707,1387496677041397760,@descifradocom @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad y cuando podremos disponer de las divisas adquiridas por Dicom???????????,0.04921402782201767,0.933204174041748,0.017581764608621597,neu
38,38,2021-04-28T19:58:37.000Z,605589061,1387496496283721729,"@SudebanInforma Por favor señores acudimos a ustedes ya que son la entidad que solucionaría los problemas que hay con el bicentenario, la cual no nos quieren entregar nuestros dólares y euros de Dicom #AFECTADOSDICOM",0.9907962083816528,0.00795023888349533,0.0012534975539892912,neg
39,39,2021-04-28T19:58:18.000Z,4115194707,1387496413744009218,@EneidaLayaPsuv @SimpleTVVE @ViceVenezuela @PartidoPSUV @Mippcivzla @VTVcanal8 @sundde_ve @CalidadEsVida @almacaracas @CassVzla @MinCoNacional @Conatel @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad y cuando darán solución a las divisas compradas por Dicom desde el 2018 por favor den solución?????????!!!!!!,0.09992758184671402,0.8789709806442261,0.02110140398144722,neu
40,40,2021-04-28T19:56:41.000Z,142019181,1387496007475281921,@MinEcoFinanzas @bcodeltesoro @EneidaLayaPsuv @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab CUANDO LO VA HACER EL @BcoBicentenario 3 AÑOS CON NUESTRO DINERO DE DICOM Y NOSOTROS LLENOS DE DEUDAS NO ES JUSTO,0.9862765073776245,0.010161145590245724,0.0035623915027827024,neg
41,41,2021-04-28T19:54:02.000Z,363836491,1387495340010528775,"@BcodeVenezuela @BcodeVenezuela
@BCV_ORG_VE
 
@sudebaninforma
 
@minecofinanzas
 
@tsj_venezuela
 
@tarekwiliamsaab
 
@josejmoralesu78
 
@simonzerpad
Requerimos del apoyo y ayuda con liberacion de las Divisas retenidas por el Banco Venezuela, ya sea mesa de cambio o retiró en sedes",0.068386971950531,0.9144567251205444,0.01715625263750553,neu
42,42,2021-04-28T19:47:38.000Z,224208567,1387493729448169474,"@BcodeVenezuela #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",0.11059699952602386,0.871107816696167,0.01829511858522892,neu
43,43,2021-04-28T19:43:58.000Z,186164677,1387492809633116163,"@BcodeVenezuela Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. 
@BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad
 #AFECTADOSDICOM",0.4794211685657501,0.5081382393836975,0.012440587393939495,neu
44,44,2021-04-28T19:43:16.000Z,1250018402,1387492631081537537,"@BcodeVenezuela @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad queremos información de las Divisas retenidas por el Banco Venezuela que no deja movilizar por ningún medio, ya sea mesa de cambio o transferencia. Ayuda",0.011717906221747398,0.9738367199897766,0.014445389620959759,neu
45,45,2021-04-28T19:40:51.000Z,1250018402,1387492023108833283,"@descifradocom @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad @EneidaLayaPsuv queremos vender las Divisas obtenidas por el DICOM de manera legal y los bancos como el Tesoro, Venezuela y Bicentenario no dejan.",0.3017750084400177,0.6916771531105042,0.006547858472913504,neu
46,46,2021-04-28T19:36:21.000Z,1250018402,1387490892165128199,@EneidaLayaPsuv @ViceVenezuela @PartidoPSUV @Mippcivzla @VTVcanal8 @MinComNacional @sundde_ve @almacaracas @CalidadEsVida @CassVzla @Conatel @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad @EneidaLayaPsuv los afectados por Divisas retenidas por el banco también queremos ser escuchados y queremos escuchar soluciones.,0.0212914627045393,0.9194599390029907,0.05924855172634125,neu
47,47,2021-04-28T19:20:07.000Z,140653553,1387486805742792707,"@SudebanInforma Buenas tardes y quien le responde a los usuarios que la banca pública 
@BcoBicentenario
  nos tiene retenidas las divisas y no quieren entregarlas ni siquiera en bs a la tasa del 
@BCV_ORG_VE
 
@sudebaninforma
 
@minecofinanzas
 
@tsj_venezuela
 
@tarekwiliamsaab",0.9943828582763672,0.0043009622022509575,0.0013161470415070653,neg
48,48,2021-04-28T19:18:33.000Z,140653553,1387486412182892545,"@BcoBicentenario Buenas tardes y quien le responde a los usuarios que la banca pública 
@BcoBicentenario
  nos tiene retenidas las divisas y no quieren entregarlas ni siquiera en bs a la tasa del 
@BCV_ORG_VE
 
@sudebaninforma
 
@minecofinanzas
 
@tsj_venezuela
 
@tarekwiliamsaab",0.9943828582763672,0.0043009622022509575,0.0013161470415070653,neg
49,49,2021-04-28T19:16:43.000Z,188033566,1387485949341351942,"@BcodeVenezuela Los #afectadosdicom requerimos que se habiliten soluciones para utilizar nuestros recursos, se ven vulnerados los derechos económicos al no poder disponer de las divisas  fueron adjudicadas legalmente y debería poder cambiarse por mesa de cambio @bcv_org_ve @sudebaninforma",0.9835476279258728,0.014394218102097511,0.0020581476856023073,neg
50,50,2021-04-28T19:16:34.000Z,1383890866222223363,1387485911915577345,"Sres @MercantilBanco  Causas de cerrar la ÚNICA oficina de Uds en la Curva, zona oeste de Maracaibo, ZULIA? La de Galerías tb fue cerrada. Sin transporte. A Dónde vamos a ir los q vivimos al oeste de Maracaibo? @SudebanInforma",0.9809162020683289,0.016845619305968285,0.0022381676826626062,neg
51,51,2021-04-28T19:12:51.000Z,1118191796,1387484978938892289,"@BcodeVenezuela Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. 
@BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad
 #AFECTADOSDICOM",0.4794211685657501,0.5081382393836975,0.012440587393939495,neu
52,52,2021-04-28T19:12:22.000Z,140653553,1387484856159023105,"@MinEcoFinanzas @BCV_ORG_VE Buenas tardes y quien le responde a los usuarios que la banca pública 
@BcoBicentenario
  nos tiene retenidas las divisas y no quieren entregarlas ni siquiera en bs a la tasa del 
@BCV_ORG_VE
 
@sudebaninforma
 
@minecofinanzas
 
@tsj_venezuela
 
@tarekwiliamsaab",0.9946735501289368,0.004005215130746365,0.0013212800258770585,neg
53,53,2021-04-28T19:05:21.000Z,140653553,1387483088792522754,@EneidaLayaPsuv @ViceVenezuela @PartidoPSUV @Mippcivzla @VTVcanal8 @MinComNacional @sundde_ve @almacaracas @CalidadEsVida @CassVzla @Conatel Buenas tardes y quien le responde a los usuarios que la banca pública @BcoBicentenario  nos tiene retenidas las divisas y no quieren entregarlas ni siquiera en bs a la tasa del @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab,0.9945030212402344,0.004026269540190697,0.001470801536925137,neg
54,54,2021-04-28T19:00:43.000Z,1118191796,1387481923048677379,"@EneidaLayaPsuv @ViceVenezuela @PartidoPSUV @Mippcivzla @VTVcanal8 @MinComNacional @sundde_ve @almacaracas @CalidadEsVida @CassVzla @Conatel Entreguen nuestras divisas retenidas del DICOM desde el año 2018, queremos una solución ya. Basta de ignorar a sus clientes @BcoBicentenario @BcodeVenezuela 
@BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad
 #AFECTADOSDICOM",0.9662817716598511,0.0305087361484766,0.0032095813658088446,neg
55,55,2021-04-28T18:53:49.000Z,37759831,1387480189412823051,@EneidaLayaPsuv @ViceVenezuela @PartidoPSUV @Mippcivzla @VTVcanal8 @MinComNacional @sundde_ve @almacaracas @CalidadEsVida @CassVzla @Conatel Nos pueden dar respuesta de porque no disponemos de las divisas $ € que tenemos retenidas en los bancos del Edo ? No es justo . Liberen nuestro dinero .. @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad,0.9960208535194397,0.002723791403695941,0.0012554168934002519,neg
56,56,2021-04-28T18:45:13.000Z,48098887,1387478024174587917,@SudebanInforma Atención @SudebanInforma la plataforma del @BcoBicentenario está caída y el banco no responde a reclamos de los usuarios,0.9955600500106812,0.003182440996170044,0.001257520169019699,neg
57,57,2021-04-28T18:36:14.000Z,186164677,1387475761813147662,"@EneidaLayaPsuv @ViceVenezuela @PartidoPSUV @Mippcivzla @VTVcanal8 @MinComNacional @sundde_ve @almacaracas @CalidadEsVida @CassVzla @Conatel Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. 
@BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad
 #AFECTADOSDICOM",0.8505631685256958,0.1415659785270691,0.007870789617300034,neg
58,58,2021-04-28T18:19:18.000Z,224208567,1387471501180510217,"@SudebanInforma #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",0.11059699952602386,0.871107816696167,0.01829511858522892,neu
59,59,2021-04-28T18:18:52.000Z,224208567,1387471391755325442,"@bcodeltesoro #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",0.11059699952602386,0.871107816696167,0.01829511858522892,neu
60,60,2021-04-28T18:18:34.000Z,224208567,1387471314710142979,"@bcodeltesoro #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",0.11059699952602386,0.871107816696167,0.01829511858522892,neu
61,61,2021-04-28T18:17:55.000Z,1263587835971465223,1387471154525442049,@SudebanInforma reclamamos nuetras divisa que esta retenidas en el banco de venezuela la necesutamos,0.5924373269081116,0.39991670846939087,0.00764599721878767,neg
62,62,2021-04-28T18:17:05.000Z,1118191796,1387470941400272901,"@bcodeltesoro @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad @EneidaLayaPsuv y porque no permiten usarla con los dólares del dicom bloqueados por ustedes, con que cara ofrecen un producto y resulta que el anterior lo tienen bloqueado",0.9968649744987488,0.0019937839824706316,0.0011412067105993629,neg
63,63,2021-04-28T18:15:51.000Z,1118191796,1387470633815138310,"@bcodeltesoro @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad @EneidaLayaPsuv es urgente poder movilizar los fondos de divisas en cuentas del tesoro, tenemos muchas necesidades y es injusto que nuestro dinero no lo podamos usar",0.9919413328170776,0.006413420662283897,0.0016452125273644924,neg
64,64,2021-04-28T18:13:00.000Z,1250018402,1387469914613633026,@bcodeltesoro @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad @EneidaLayaPsuv quiero hacer el movimiento a través del menudeo o transferencia y no permite.,0.9755815267562866,0.02278648316860199,0.001632032566703856,neg
65,65,2021-04-28T18:12:18.000Z,37759831,1387469740214476802,@MinEcoFinanzas @bcodeltesoro Nos pueden dar respuesta de porque no disponemos de las divisas $ € que tenemos retenidas ? No es justo . Liberen nuestro dinero .. @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad,0.9961666464805603,0.0026804453227669,0.0011528419563546777,neg
66,66,2021-04-28T18:12:18.000Z,115705495,1387469739098841090,@SudebanInforma Y cuando podrán apoyar a los #AFECTADOSDICOM ? Estamos solo luchando contra los bancos por recuperar nuestro dinero obtenido legalmente por subastas . En esta pandemia todos necesitamos nuestro dinero,0.631564199924469,0.3440307378768921,0.024405064061284065,neg
67,67,2021-04-28T18:11:13.000Z,1250018402,1387469468712964100,@bcodeltesoro @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad @EneidaLayaPsuv  se necesita con urgencia poder movilizar los fondos de divisas en cuentas del tesoro. No se puede ni por transferencia ni menudeo,0.49347952008247375,0.4900141656398773,0.01650630496442318,neg
